<Benjamin_Disraeli>	<activeYearsEndDate>	"1859-06-11"^^xsd:date
<Benjamin_Disraeli>	<activeYearsEndDate>	"1852-12-17"^^xsd:date
<Bauhaus>	<id>	"729"
<Baltimore_Orioles>	rdfs:label	"Baltimore Orioles"
<Bill_Haley>	rdfs:label	"Bill Haley"
<Bill_Haley>	<background>	"solo_singer"
<Bill_Haley>	<http://xmlns.com/foaf/0.1/givenName>	"William John Clifton Haley"
<Bill_Haley>	<alias>	"Jack Haley, Johnny Clifton"
<Bill_Haley>	<birthDate>	"1925-07-06"^^xsd:date
<Bill_Haley>	<deathDate>	"1981-02-09"^^xsd:date
<Bill_Haley>	<activeYearsStartYear>	"1946"^^xsd:gYear
<Bill_Haley>	<activeYearsEndYear>	"1980"^^xsd:gYear
<Bill_Haley>	<imdbId>	"0006426"
<Belfast>	rdfs:label	"Belfast"
<Belfast>	<areaCode>	"028"
<Belfast>	<postalCode>	"BT1–BT17, BT29 (part), BT36 (part), BT58"
<Belfast>	<areaTotal>	"1.149954720989184E8"^^xsd:double
<Belfast>	rdfs:label	"Bilfawst/Bilfaust"
<Belfast>	rdfs:label	"Béal Feirste"
<Crouching_Tiger,_Hidden_Dragon>	<budget>	"1.7E7"^^<usDollar>
<Crouching_Tiger,_Hidden_Dragon>	<gross>	"2.135E8"^^<usDollar>
<Crouching_Tiger,_Hidden_Dragon>	rdfs:label	"Crouching Tiger, Hidden Dragon"
<Crouching_Tiger,_Hidden_Dragon>	<runtime>	"7200.0"^^xsd:double
<Christmas_Island>	<longName>	"Territory of Christmas Island"
<Christmas_Island>	rdfs:label	"Christmas Island"
<Christmas_Island>	<demonym>	"Christmas Islander"
<Christmas_Island>	<leaderTitle>	"Monarch"
<Christmas_Island>	<leaderTitle>	"Governor-General of the Commonwealth of Australia"
<Christmas_Island>	<leaderTitle>	"Administrator"
<Christmas_Island>	<leaderTitle>	"Shire President"
<Christmas_Island>	<areaTotal>	"1.35E8"^^xsd:double
<Christmas_Island>	<areaTotal>	"1.34679381737472E8"^^xsd:double
<Christmas_Island>	<percentageOfAreaWater>	"0.0"^^xsd:float
<Christmas_Island>	<flag>	"Flag of Christmas Island.svg"
<Christmas_Island>	<populationTotal>	"2072"^^xsd:nonNegativeInteger
<Christmas_Island>	<populationDensity>	"10.39"^^xsd:double
<Christmas_Island>	<populationDensity>	"10.409314194304342"^^xsd:double
<Chile>	<longName>	"Republic of Chile"
<Chile>	rdfs:label	"Chile"
<Chile>	<demonym>	"Chilean"
<Chile>	<leaderTitle>	"President"
<Chile>	<foundingDate>	"1810-09-18"^^xsd:date
<Chile>	<foundingDate>	"1818-02-12"^^xsd:date
<Chile>	<areaTotal>	"7.560963E11"^^xsd:double
<Chile>	<areaTotal>	"7.560962650456326E11"^^xsd:double
<Chile>	<percentageOfAreaWater>	"1.07"^^xsd:float
<Chile>	<flag>	"Flag of Chile.svg"
<Chile>	<populationTotal>	"18006407"^^xsd:nonNegativeInteger
<Chile>	<populationDensity>	"24.0"^^xsd:double
<Chile>	<populationDensity>	"23.5522316710892"^^xsd:double
<Columba>	rdfs:label	"Saint Columba"
<Columba>	<birthDate>	"0521-12-07"^^xsd:date
<Columba>	<deathDate>	"0597-06-09"^^xsd:date
<Columba>	<birthYear>	"0521"^^xsd:gYear
<Columba>	<deathYear>	"0597"^^xsd:gYear
<Columba>	<title>	"Apostle of thePicts"
<Crete>	rdfs:label	"Crete"
<Crete>	rdfs:label	"Κρήτη"
<Crete>	<areaTotal>	"8.303E9"^^xsd:double
<Destry_Rides_Again>	<gross>	"1600000.0"^^<usDollar>
<Destry_Rides_Again>	rdfs:label	"Destry Rides Again"
<Destry_Rides_Again>	<releaseDate>	"1939-12-29"^^xsd:date
<Destry_Rides_Again>	<runtime>	"5640.0"^^xsd:double
<Destry_Rides_Again>	<imdbId>	"0031225"
<David_Beckham>	rdfs:label	"David Beckham"
<David_Beckham>	<birthDate>	"1975-05-02"^^xsd:date
<David_Beckham>	<birthYear>	"1975"^^xsd:gYear
<David_Beckham>	<birthName>	"David Robert Joseph Beckham"
<David_Beckham>	<networth>	"3.5E8"^^<usDollar>
<David_Beckham>	<height>	"1.8288"^^xsd:double
<Deicide_(band)>	rdfs:label	"Deicide"
<Deicide_(band)>	<background>	"group_or_band"
<Deicide_(band)>	<alias>	"* Amon"
<Deicide_(band)>	<alias>	"* Carnage"
<Deicide_(band)>	<activeYearsStartYear>	"1987"^^xsd:gYear
<Donald_Campbell>	rdfs:label	"Donald Campbell"
<Donald_Campbell>	<birthDate>	"1921-03-23"^^xsd:date
<Donald_Campbell>	<birthYear>	"1921"^^xsd:gYear
<Donald_Campbell>	<deathDate>	"1967-01-04"^^xsd:date
<Donald_Campbell>	<deathYear>	"1967"^^xsd:gYear
<Donald_Campbell>	<alias>	"'The Skipper'"
<Donald_Campbell>	<birthName>	"Donald Malcolm Campbell"
<Eiffel_Tower>	rdfs:label	"Eiffel Tower"
<Eiffel_Tower>	rdfs:label	"Tour Eiffel"
<Eiffel_Tower>	<openingDate>	"1889-03-31"^^xsd:date
<Eiffel_Tower>	<buildingStartDate>	"28 January 1887"
<Eiffel_Tower>	<buildingEndDate>	"15 March 1889"
<Eiffel_Tower>	<floorCount>	"3"^^xsd:positiveInteger
<Ericsson>	rdfs:label	"Telefonaktiebolaget L. M. Ericsson"
<Ericsson>	<foundingYear>	"1876"^^xsd:gYear
<Ericsson>	<revenue>	"2.274E11"^^<swedishKrona>
<Ericsson>	<operatingIncome>	"1.68E10"^^<swedishKrona>
<Ericsson>	<netIncome>	"1.11E10"^^<swedishKrona>
<Ericsson>	<assets>	"2.936E11"^^<swedishKrona>
<Ericsson>	<equity>	"1.453E11"^^<swedishKrona>
<Ericsson>	<numberOfEmployees>	"118055"^^xsd:nonNegativeInteger
<Ericsson>	<internationally>	"true"^^xsd:boolean
<Ellis_Island>	rdfs:label	"Ellis Island"
<Fenway_Park>	<http://xmlns.com/foaf/0.1/nick>	"America's Most Beloved Ballpark,"
<Fenway_Park>	<http://xmlns.com/foaf/0.1/nick>	"The Cathedral of Boston"
<Father_Ted>	rdfs:label	"Father Ted"
<Father_Ted>	<numberOfSeasons>	"3"^^xsd:nonNegativeInteger
<Father_Ted>	<numberOfEpisodes>	"25"^^xsd:nonNegativeInteger
<Father_Ted>	<runtime>	"-1500.0"^^xsd:double
<Father_Ted>	<releaseDate>	"1995-04-21"^^xsd:date
<Father_Ted>	<completionDate>	"1998-05-01"^^xsd:date
<Flores>	rdfs:label	"Flores Island, Indonesia"
<Flores>	<populationTotal>	"1831000"^^xsd:nonNegativeInteger
<Flores>	<areaTotal>	"1.354E10"^^xsd:double
<Germany>	<longName>	"Federal Republic of Germany"
<Germany>	rdfs:label	"Germany"
<Germany>	<demonym>	"German"
<Germany>	<leaderTitle>	"President"
<Germany>	<leaderTitle>	"President of the Bundestag"
<Germany>	<leaderTitle>	"Chancellor"
<Germany>	<leaderTitle>	"President of the Bundesrat"
<Germany>	<leaderTitle>	"President of the Federal Constitutional Court"
<Germany>	<foundingDate>	"0962-02-02"^^xsd:date
<Germany>	<foundingDate>	"1815-06-08"^^xsd:date
<Germany>	<areaTotal>	"3.57168E11"^^xsd:double
<Germany>	<areaTotal>	"3.570220910454866E11"^^xsd:double
<Germany>	<flag>	"Flag of Germany.svg"
<Germany>	<populationTotal>	"81459000"^^xsd:nonNegativeInteger
<Germany>	<populationDensity>	"227.0"^^xsd:double
<Germany>	<populationDensity>	"225.09755843024595"^^xsd:double
<Ghent>	<postalCode>	"9000–9052"
<Ghent>	<areaCode>	"09"
<Groucho_Marx>	rdfs:label	"Groucho Marx"
<Groucho_Marx>	<birthName>	"Julius Henry Marx"
<Groucho_Marx>	<birthDate>	"1890-10-02"^^xsd:date
<Groucho_Marx>	<deathDate>	"1977-08-19"^^xsd:date
<Georg_Wilhelm_Friedrich_Hegel>	rdfs:label	"Georg Wilhelm Friedrich Hegel"
<Georg_Wilhelm_Friedrich_Hegel>	<birthDate>	"1770-08-27"^^xsd:date
<Georg_Wilhelm_Friedrich_Hegel>	<birthYear>	"1770"^^xsd:gYear
<Georg_Wilhelm_Friedrich_Hegel>	<deathDate>	"1831-11-14"^^xsd:date
<Georg_Wilhelm_Friedrich_Hegel>	<deathYear>	"1831"^^xsd:gYear
<German_Empire>	<foundingYear>	"1871"^^xsd:gYear
<German_Empire>	<foundingDate>	"1871-01-18"^^xsd:date
<German_Empire>	<dissolutionYear>	"1918"^^xsd:gYear
<German_Empire>	<dissolutionDate>	"1918-11-28"^^xsd:date
<German_Empire>	rdfs:label	"Deutsches Reich"
<German_Empire>	rdfs:label	"German Reich"
<German_Empire>	rdfs:label	"Germany"
<German_Empire>	<motto>	"Gott mit uns"
<German_Empire>	<motto>	"(\"God with us\")"
<GÉANT>	rdfs:label	"GÉANT"
<GÉANT>	<formationYear>	"2000"^^xsd:gYear
<GÉANT>	<purpose>	"Research network"
<German_Navy>	rdfs:label	"German Navy"
<German_Navy>	rdfs:label	"Deutsche Marine"
<German_Navy>	<militaryUnitSize>	"16,045 personnel (31 December 2015)"
<German_Navy>	<militaryUnitSize>	"81 ships"
<German_Navy>	<militaryUnitSize>	"52 aircraft"
<German_Navy>	<motto>	"Wir. Dienen. Deutschland(We. Serve. Germany)"
<German_Navy>	<identificationSymbol>	"200px"
<East_Germany>	<foundingYear>	"1949"^^xsd:gYear
<East_Germany>	<foundingDate>	"1949-10-07"^^xsd:date
<East_Germany>	<dissolutionYear>	"1990"^^xsd:gYear
<East_Germany>	<dissolutionDate>	"1990-10-03"^^xsd:date
<East_Germany>	rdfs:label	"''"
<East_Germany>	rdfs:label	"German Democratic Republic"
<East_Germany>	rdfs:label	"East Germany"
<East_Germany>	<motto>	"Proletarier aller Länder, vereinigt Euch!"
<East_Germany>	<motto>	"English:Workers of the world, unite!"
<Gro_Harlem_Brundtland>	rdfs:label	"Gro Harlem Brundtland"
<Gro_Harlem_Brundtland>	<birthDate>	"1939-04-20"^^xsd:date
<Gro_Harlem_Brundtland>	<signature>	"Gro Harlem Brundtland Signature.svg"
<Gro_Harlem_Brundtland>	<office>	"Prime Minister of Norway"
<Gro_Harlem_Brundtland>	<office>	"Director-General of theWorld Health Organization"
<Hanover,_New_Hampshire>	rdfs:label	"Hanover, New Hampshire"
<Hanover,_New_Hampshire>	<area>	"1.0"^^xsd:double
<Hanover,_New_Hampshire>	<areaTotal>	"1.302E8"^^xsd:double
<Hanover,_New_Hampshire>	<areaLand>	"1.27E8"^^xsd:double
<Hanover,_New_Hampshire>	<areaWater>	"3300000.0"^^xsd:double
<Hanover,_New_Hampshire>	<percentageOfAreaWater>	"2.52"^^xsd:float
<Hanover,_New_Hampshire>	<leaderTitle>	"Board of Selectmen"
<Hanover,_New_Hampshire>	<leaderTitle>	"Town Manager"
<Hanover,_New_Hampshire>	<elevation>	"161.0"^^xsd:double
<Hanover,_New_Hampshire>	<elevation>	"160.9344"^^xsd:double
<Hanover,_New_Hampshire>	<populationTotal>	"11260"^^xsd:nonNegativeInteger
<Hanover,_New_Hampshire>	<postalCode>	"03755"
<Hanover,_New_Hampshire>	<areaCode>	"603"
<Hanover,_New_Hampshire>	<utcOffset>	"&minus;5"
<Hanover,_New_Hampshire>	<utcOffset>	"&minus;4"
<Henry_Bruce,_1st_Baron_Aberdare>	rdfs:label	"The Lord Aberdare"
<Henry_Bruce,_1st_Baron_Aberdare>	<birthDate>	"1815-04-16"^^xsd:date
<Henry_Bruce,_1st_Baron_Aberdare>	<orderInOffice>	"Home Secretary"
<Henry_Bruce,_1st_Baron_Aberdare>	<orderInOffice>	"Lord President of the Council"
<Hanover>	rdfs:label	"Hannover"
<Hanover>	<populationMetro>	"1119032"^^xsd:nonNegativeInteger
<Hanover>	<populationAsOf>	"2013-12-31"^^xsd:date
<Hanover>	<leaderTitle>	"Oberbürgermeister"
<Hanover>	rdfs:label	"Hanover"
<Hanover>	<elevation>	"55.0"^^xsd:double
<Hanover>	<areaTotal>	"2.0401E8"^^xsd:double
<Hanover>	<populationTotal>	"518386"^^xsd:nonNegativeInteger
<Hanover>	<postalCode>	"30001 - 30669"
<Hanover>	<areaCode>	"0511"
<Hanover>	<areaCode>	"H"
<HIV>	<colourName>	"violet"
<HIV>	rdfs:label	"Human immunodeficiency virus"
<International_Astronomical_Union>	rdfs:label	"International Astronomical Union"
<International_Astronomical_Union>	<formationDate>	"1919-07-28"^^xsd:date
<International_Astronomical_Union>	<formationYear>	"1919"^^xsd:gYear
<International_Astronomical_Union>	<membership>	"12,450 individual members"
<International_Astronomical_Union>	<membership>	"74 national members"
<International_Criminal_Court>	<leaderTitle>	"[[#Presidency"
<International_Criminal_Court>	<leaderTitle>	"[[#Office of the Prosecutor"
<International_Criminal_Court>	<leaderTitle>	"[[#Registrar"
<International_Criminal_Court>	<foundingDate>	"1998-07-17"^^xsd:date
<International_Criminal_Court>	<foundingDate>	"2002-07-01"^^xsd:date
<John_Ray>	rdfs:label	"John Ray"
<John_Ray>	<birthDate>	"1627-11-29"^^xsd:date
<John_Ray>	<deathDate>	"1705-01-17"^^xsd:date
<Jules_Verne>	<birthName>	"Jules Gabriel Verne"
<Jules_Verne>	<birthDate>	"1828-02-08"^^xsd:date
<Jules_Verne>	<deathDate>	"1905-03-24"^^xsd:date
<Jules_Verne>	<activeYearsStartYear>	"1850"^^xsd:gYear
<Jules_Verne>	<activeYearsEndYear>	"1905"^^xsd:gYear
<John_Diefenbaker>	rdfs:label	"John Diefenbaker"
<John_Diefenbaker>	<birthDate>	"1895-09-18"^^xsd:date
<John_Diefenbaker>	<deathDate>	"1979-08-16"^^xsd:date
<John_Diefenbaker>	<http://xmlns.com/foaf/0.1/nick>	"\"Dief\", \"The Chief\""
<John_Diefenbaker>	<serviceStartYear>	"1916"^^xsd:gYear
<John_Diefenbaker>	<serviceEndYear>	"1917"^^xsd:gYear
<John_Diefenbaker>	<orderInOffice>	"13th"
<John_Diefenbaker>	<office>	"Prime Minister of Canada"
<John_Diefenbaker>	<activeYearsStartDate>	"1957-06-21"^^xsd:date
<John_Diefenbaker>	<activeYearsEndDate>	"1963-04-22"^^xsd:date
<John_Major>	rdfs:label	"Sir John Major"
<John_Major>	<birthDate>	"1943-03-29"^^xsd:date
<John_Major>	<signature>	"Signature of John Major.png"
<John_Major>	<office>	"Prime Minister of the United Kingdom"
<John_Major>	<office>	"Leader of the Opposition"
<John_Major>	<office>	"Leader of the Conservative Party"
<John_Major>	<office>	"Chancellor of the Exchequer"
<John_Major>	<office>	"Secretary of State for Foreign and Commonwealth Affairs"
<John_Major>	<office>	"Chief Secretary to the Treasury"
<John_Major>	<office>	"Minister of State for Social Security"
<John_Major>	<office>	"Member of Parliament"
<John_Major>	<office>	"forHuntingdon"
<John_Major>	<office>	"(Huntingdonshire(1979–83)"
<John_Locke>	rdfs:label	"John Locke"
<John_Locke>	<birthDate>	"1632-08-29"^^xsd:date
<John_Locke>	<birthYear>	"1632"^^xsd:gYear
<John_Locke>	<deathDate>	"1704-10-28"^^xsd:date
<John_Locke>	<deathYear>	"1704"^^xsd:gYear
<Joseph_Campbell>	rdfs:label	"Joseph Campbell"
<Joseph_Campbell>	<birthName>	"Joseph John Campbell"
<Joseph_Campbell>	<birthDate>	"1904-03-26"^^xsd:date
<Joseph_Campbell>	<deathDate>	"1987-10-30"^^xsd:date
<John_Hancock>	rdfs:label	"John Hancock"
<John_Hancock>	<birthDate>	"1737-01-23"^^xsd:date
<John_Hancock>	<deathDate>	"1793-10-08"^^xsd:date
<John_Hancock>	<orderInOffice>	"1st and 3rdGovernor of Massachusetts"
<John_Hancock>	<orderInOffice>	"President of the Continental Congress"
<John_Hancock>	<activeYearsStartDate>	"1775-05-24"^^xsd:date
<John_Hancock>	<activeYearsStartDate>	"1780-10-25"^^xsd:date
<John_Hancock>	<activeYearsStartDate>	"1787-05-30"^^xsd:date
<John_Hancock>	<activeYearsEndDate>	"1777-10-31"^^xsd:date
<John_Hancock>	<activeYearsEndDate>	"1785-01-29"^^xsd:date
<John_Hancock>	<activeYearsEndDate>	"1793-10-08"^^xsd:date
<Junkers_Ju_87>	<numberBuilt>	"6500"^^xsd:nonNegativeInteger
<Jack_Kirby>	<http://xmlns.com/foaf/0.1/nick>	"* Jack Curtiss"
<Jack_Kirby>	<http://xmlns.com/foaf/0.1/nick>	"* Curt Davis"
<Jack_Kirby>	<http://xmlns.com/foaf/0.1/nick>	"* Lance Kirby"
<Jack_Kirby>	<http://xmlns.com/foaf/0.1/nick>	"* Ted Grey"
<Jack_Kirby>	<http://xmlns.com/foaf/0.1/nick>	"* Charles Nicholas"
<Jack_Kirby>	<http://xmlns.com/foaf/0.1/nick>	"* Fred Sande"
<Jack_Kirby>	<http://xmlns.com/foaf/0.1/nick>	"* Teddy"
<Kriegsmarine>	rdfs:label	"Kriegsmarine (KM)"
<Kriegsmarine>	<activeYearsStartYear>	"1935"^^xsd:gYear
<Kriegsmarine>	<identificationSymbol>	"200px"
<Kosovo>	rdfs:label	"font-size:88%;"
<Kosovo>	<longName>	"Republic of Kosovo"
<Kosovo>	rdfs:label	"Kosovo"
<Kosovo>	<demonym>	"Kosovar, Kosovan"
<Kosovo>	<leaderTitle>	"President"
<Kosovo>	<leaderTitle>	"Prime Minister"
<Kosovo>	<leaderTitle>	"President-elect"
<Kosovo>	<foundingDate>	"1946-01-31"^^xsd:date
<Kosovo>	<foundingDate>	"1990-07-02"^^xsd:date
<Kosovo>	<areaTotal>	"1.0908E10"^^xsd:double
<Kosovo>	<areaTotal>	"1.0909029920735231E10"^^xsd:double
<Kosovo>	<percentageOfAreaWater>	"1.0"^^xsd:float
<Kosovo>	<flag>	"Flag of Kosovo.svg"
<Kosovo>	<populationTotal>	"1859203"^^xsd:nonNegativeInteger
<Kosovo>	<populationDensity>	"159.0"^^xsd:double
<Kosovo>	<populationDensity>	"159.0740893194877"^^xsd:double
<Latin>	rdfs:label	"Latin"
<Latin>	rdfs:label	"Lingua latīna"
<Latin>	<iso6391Code>	"la"
<Latin>	<iso6392Code>	"lat"
<Latin>	<iso6393Code>	"lat"
<Lund_University>	rdfs:label	"Lund University"
<Lund_University>	rdfs:label	"Universitas Lundensis or Universitas Gothorum Carolina. Also the older Regia Academia Carolina lundensis, or Academia Carolina conciliatrix."
<Lund_University>	<motto>	"Ad utrumque"
<Lund_University>	<motto>	"Prepared for both the book and the sword"
<Lund_University>	<motto>	"- to study and to defend the country in times of war."
<Lund_University>	<numberOfStudents>	"42000"^^xsd:nonNegativeInteger
<Lund_University>	<numberOfDoctoralStudents>	"3200"^^xsd:nonNegativeInteger
<Lund_University>	<officialSchoolColour>	"Dark blueandbronze"
<Lund_University>	<http://xmlns.com/foaf/0.1/nick>	"LU"
<Edward_Plunkett,_18th_Baron_of_Dunsany>	rdfs:label	"(The Right Honourable)"
<Edward_Plunkett,_18th_Baron_of_Dunsany>	rdfs:label	"The Lord Dunsany"
<Edward_Plunkett,_18th_Baron_of_Dunsany>	<pseudonym>	"Lord Dunsany"
<Edward_Plunkett,_18th_Baron_of_Dunsany>	<birthDate>	"1878-07-24"^^xsd:date
<Edward_Plunkett,_18th_Baron_of_Dunsany>	<deathDate>	"1957-10-25"^^xsd:date
<Leipzig>	<populationMetro>	"1001220"^^xsd:nonNegativeInteger
<Leipzig>	<leaderTitle>	"Oberbürgermeister"
<Leipzig>	<areaTotal>	"2.9736E8"^^xsd:double
<Leipzig>	<populationAsOf>	"2014-12-31"^^xsd:date
<Leipzig>	<postalCode>	"04001-04357"
<Leipzig>	<areaCode>	"0341"
<Leipzig>	<areaCode>	"L"
<2001_Mars_Odyssey>	<cosparId>	"2001-014A"
<Mexico_City>	rdfs:label	"Mexico City"
<Mexico_City>	rdfs:label	"Ciudad de México"
<Mexico_City>	<motto>	"La Ciudad de los Palacios"
<Mexico_City>	<motto>	"((The City of Palaces))"
<Mexico_City>	<areaTotal>	"1.485E9"^^xsd:double
<Mexico_City>	<leaderTitle>	"Head of Government"
<Mexico_City>	<leaderTitle>	"Senators"
<Mexico_City>	<leaderTitle>	"Deputies"
<Mexico_City>	<foundingDate>	"1325-03-13"^^xsd:date
<Mexico_City>	<foundingDate>	"1521-08-13"^^xsd:date
<Mexico_City>	<foundingDate>	"1824-11-18"^^xsd:date
<Mexico_City>	<foundingDate>	"2016-01-29"^^xsd:date
<Mexico_City>	<elevation>	"2250.0"^^xsd:double
<Mexico_City>	<maximumElevation>	"3930.0"^^xsd:double
<Mexico_City>	<populationTotal>	"8918653"^^xsd:nonNegativeInteger
<Mexico_City>	<populationTotalRanking>	"2"^^xsd:positiveInteger
<Mexico_City>	<populationUrban>	"20400000"^^xsd:nonNegativeInteger
<Mexico_City>	<postalCode>	"00–16"
<Mexico_City>	<areaCode>	"55"
<Mexico_City>	<isoCodeRegion>	"MX-DFE"
<Mexico_City>	<utcOffset>	"−6"
<Mexico_City>	<utcOffset>	"−5"
<Munich>	rdfs:label	"München"
<Munich>	<populationUrban>	"2606021"^^xsd:nonNegativeInteger
<Munich>	<populationAsOf>	"2015-10-31"^^xsd:date
<Munich>	<leaderTitle>	"Oberbürgermeister"
<Munich>	rdfs:label	"Munich"
<Munich>	<elevation>	"519.0"^^xsd:double
<Munich>	<areaTotal>	"3.1043E8"^^xsd:double
